close,high,low,open,timestamp,volume
12787.93165345,12936.435347,12219.58635217,12219.58635217,2020-10-21T00:00:00Z,32556313324
11909.27873611,11909.27873611,11558.60081635,11558.60081635,2020-10-20T00:00:00Z,23345474001
11747.63478431,11747.63478431,11539.1932498,11539.1932498,2020-10-19T00:00:00Z,17650079859
11525.65405828,11613.94782687,11525.65405828,11595.70934872,2020-10-18T00:00:00Z,14010381966
11371.06553268,11400.70969871,11371.06553268,11388.51853768,2020-10-17T00:00:00Z,14453235837
11322.7089051,11322.7089051,11272.19217766,11272.19217766,2020-10-16T00:00:00Z,20224197519
11512.77202991,11512.77202991,11413.96975454,11413.96975454,2020-10-15T00:00:00Z,19930210396
11431.77266591,11431.77266591,11396.49169386,11396.49169386,2020-10-14T00:00:00Z,20350081217
11449.92649776,11460.45679121,11449.92649776,11460.45679121,2020-10-13T00:00:00Z,20549428310
11549.87999739,11589.44649675,11549.87999739,11589.44649675,2020-10-12T00:00:00Z,21352212135
11384.71805018,11409.47335912,11381.30528006,11381.30528006,2020-10-11T00:00:00Z,15349069642
11299.24552957,11299.24552957,11161.98653744,11161.98653744,2020-10-10T00:00:00Z,18914114001
11060.36149223,11199.49231927,11060.36149223,11199.49231927,2020-10-09T00:00:00Z,18746949880
10934.12685367,10934.12685367,10827.00821429,10827.00821429,2020-10-08T00:00:00Z,19347467051
10675.84483459,10736.08036982,10609.03559024,10609.03559024,2020-10-07T00:00:00Z,15977359207
